Accession,Title,Sample Type,Taxonomy,Channels,Platform,Series,Supplementary Types,Supplementary Links,SRA Accession,Contact,Release Date
GSM2170963,"lb4_F2","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782565",SRX1782565,"Gray Camp","Feb 08, 2017"
GSM2170964,"lb4_F3","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782566",SRX1782566,"Gray Camp","Feb 08, 2017"
GSM2170965,"lb4_F4","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782567",SRX1782567,"Gray Camp","Feb 08, 2017"
GSM2170966,"lb4_F8","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782568",SRX1782568,"Gray Camp","Feb 08, 2017"
GSM2170967,"lb4_G1","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782569",SRX1782569,"Gray Camp","Feb 08, 2017"
GSM2170968,"lb4_G2","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782570",SRX1782570,"Gray Camp","Feb 08, 2017"
GSM2170969,"lb4_G4","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782571",SRX1782571,"Gray Camp","Feb 08, 2017"
GSM2170970,"lb4_G5","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782572",SRX1782572,"Gray Camp","Feb 08, 2017"
GSM2170971,"lb4_G6","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782573",SRX1782573,"Gray Camp","Feb 08, 2017"
GSM2170972,"lb4_G7","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782574",SRX1782574,"Gray Camp","Feb 08, 2017"
GSM2170973,"lb4_G8","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782575",SRX1782575,"Gray Camp","Feb 08, 2017"
GSM2170974,"lb4_H10","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782576",SRX1782576,"Gray Camp","Feb 08, 2017"
GSM2170975,"lb4_H2","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782577",SRX1782577,"Gray Camp","Feb 08, 2017"
GSM2170976,"lb4_H9","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782578",SRX1782578,"Gray Camp","Feb 08, 2017"
GSM2170977,"lb5_A10","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782579",SRX1782579,"Gray Camp","Feb 08, 2017"
GSM2170978,"lb5_A11","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782580",SRX1782580,"Gray Camp","Feb 08, 2017"
GSM2170979,"lb5_A3","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782581",SRX1782581,"Gray Camp","Feb 08, 2017"
GSM2170980,"lb5_A4","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782582",SRX1782582,"Gray Camp","Feb 08, 2017"
GSM2170981,"lb5_A5","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782583",SRX1782583,"Gray Camp","Feb 08, 2017"
GSM2170982,"lb5_A6","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782584",SRX1782584,"Gray Camp","Feb 08, 2017"
GSM2170983,"lb5_A7","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782585",SRX1782585,"Gray Camp","Feb 08, 2017"
GSM2170984,"lb5_B11","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782586",SRX1782586,"Gray Camp","Feb 08, 2017"
GSM2170985,"lb5_B3","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782587",SRX1782587,"Gray Camp","Feb 08, 2017"
GSM2170986,"lb5_B7","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782588",SRX1782588,"Gray Camp","Feb 08, 2017"
GSM2170987,"lb5_B8","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782589",SRX1782589,"Gray Camp","Feb 08, 2017"
GSM2170988,"lb5_B9","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782590",SRX1782590,"Gray Camp","Feb 08, 2017"
GSM2170989,"lb5_C11","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782591",SRX1782591,"Gray Camp","Feb 08, 2017"
GSM2170990,"lb5_C1","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782592",SRX1782592,"Gray Camp","Feb 08, 2017"
GSM2170991,"lb5_C4","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782593",SRX1782593,"Gray Camp","Feb 08, 2017"
GSM2170992,"lb5_C5","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782594",SRX1782594,"Gray Camp","Feb 08, 2017"
GSM2170993,"lb5_D10","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782595",SRX1782595,"Gray Camp","Feb 08, 2017"
GSM2170994,"lb5_D12","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782596",SRX1782596,"Gray Camp","Feb 08, 2017"
GSM2170995,"lb5_D4","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782597",SRX1782597,"Gray Camp","Feb 08, 2017"
GSM2170996,"lb5_D5","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782598",SRX1782598,"Gray Camp","Feb 08, 2017"
GSM2170997,"lb5_D8","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782599",SRX1782599,"Gray Camp","Feb 08, 2017"
GSM2170998,"lb5_D9","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782600",SRX1782600,"Gray Camp","Feb 08, 2017"
GSM2170999,"lb5_E10","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782601",SRX1782601,"Gray Camp","Feb 08, 2017"
GSM2171000,"lb5_E11","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782602",SRX1782602,"Gray Camp","Feb 08, 2017"
GSM2171001,"lb5_E8","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782603",SRX1782603,"Gray Camp","Feb 08, 2017"
GSM2171002,"lb5_E9","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782604",SRX1782604,"Gray Camp","Feb 08, 2017"
GSM2171003,"lb5_F12","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782605",SRX1782605,"Gray Camp","Feb 08, 2017"
GSM2171004,"lb5_F1","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782606",SRX1782606,"Gray Camp","Feb 08, 2017"
GSM2171005,"lb5_F2","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782607",SRX1782607,"Gray Camp","Feb 08, 2017"
GSM2171006,"lb5_F5","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782608",SRX1782608,"Gray Camp","Feb 08, 2017"
GSM2171007,"lb5_F6","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782609",SRX1782609,"Gray Camp","Feb 08, 2017"
GSM2171008,"lb5_F9","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782610",SRX1782610,"Gray Camp","Feb 08, 2017"
GSM2171009,"lb5_G11","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782611",SRX1782611,"Gray Camp","Feb 08, 2017"
GSM2171010,"lb5_G1","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782612",SRX1782612,"Gray Camp","Feb 08, 2017"
GSM2171011,"lb5_G2","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782613",SRX1782613,"Gray Camp","Feb 08, 2017"
GSM2171012,"lb5_G6","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782614",SRX1782614,"Gray Camp","Feb 08, 2017"
GSM2171013,"lb5_H10","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782615",SRX1782615,"Gray Camp","Feb 08, 2017"
GSM2171014,"lb5_H11","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782616",SRX1782616,"Gray Camp","Feb 08, 2017"
GSM2171015,"lb5_H2","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782617",SRX1782617,"Gray Camp","Feb 08, 2017"
GSM2171016,"lb6_A8","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782618",SRX1782618,"Gray Camp","Feb 08, 2017"
GSM2171017,"lb6_C9","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782619",SRX1782619,"Gray Camp","Feb 08, 2017"
GSM2171018,"lb6_D11","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782620",SRX1782620,"Gray Camp","Feb 08, 2017"
GSM2171019,"lb6_B6","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782621",SRX1782621,"Gray Camp","Feb 08, 2017"
GSM2171020,"lb6_D3","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782622",SRX1782622,"Gray Camp","Feb 08, 2017"
GSM2171021,"lb6_E1","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782623",SRX1782623,"Gray Camp","Feb 08, 2017"
GSM2171022,"lb6_E5","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782624",SRX1782624,"Gray Camp","Feb 08, 2017"
GSM2171023,"lb6_D2","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782625",SRX1782625,"Gray Camp","Feb 08, 2017"
GSM2171024,"lb6_F4","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782626",SRX1782626,"Gray Camp","Feb 08, 2017"
GSM2171025,"lb6_H5","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782627",SRX1782627,"Gray Camp","Feb 08, 2017"
GSM2171026,"lb6_H6","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782628",SRX1782628,"Gray Camp","Feb 08, 2017"
GSM2171027,"mh1_A2","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782629",SRX1782629,"Gray Camp","Feb 08, 2017"
GSM2171028,"mh1_A5","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782630",SRX1782630,"Gray Camp","Feb 08, 2017"
GSM2171029,"mh1_A7","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782631",SRX1782631,"Gray Camp","Feb 08, 2017"
GSM2171030,"mh1_B12","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782632",SRX1782632,"Gray Camp","Feb 08, 2017"
GSM2171031,"mh1_B4","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782633",SRX1782633,"Gray Camp","Feb 08, 2017"
GSM2171032,"mh1_B8","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782634",SRX1782634,"Gray Camp","Feb 08, 2017"
GSM2171033,"mh1_B9","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782635",SRX1782635,"Gray Camp","Feb 08, 2017"
GSM2171034,"mh1_C11","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782636",SRX1782636,"Gray Camp","Feb 08, 2017"
GSM2171035,"mh1_C9","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782637",SRX1782637,"Gray Camp","Feb 08, 2017"
GSM2171036,"mh1_D11","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782638",SRX1782638,"Gray Camp","Feb 08, 2017"
GSM2171037,"mh1_D2","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782639",SRX1782639,"Gray Camp","Feb 08, 2017"
GSM2171038,"mh1_D3","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782640",SRX1782640,"Gray Camp","Feb 08, 2017"
GSM2171039,"mh1_D7","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782641",SRX1782641,"Gray Camp","Feb 08, 2017"
GSM2171040,"mh1_E11","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782642",SRX1782642,"Gray Camp","Feb 08, 2017"
GSM2171041,"mh1_E1","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782643",SRX1782643,"Gray Camp","Feb 08, 2017"
GSM2171042,"mh1_E2","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782644",SRX1782644,"Gray Camp","Feb 08, 2017"
GSM2171043,"mh1_E5","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782645",SRX1782645,"Gray Camp","Feb 08, 2017"
GSM2171044,"mh1_E6","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782646",SRX1782646,"Gray Camp","Feb 08, 2017"
GSM2171045,"mh1_F11","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782647",SRX1782647,"Gray Camp","Feb 08, 2017"
GSM2171046,"mh1_F1","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782648",SRX1782648,"Gray Camp","Feb 08, 2017"
GSM2171047,"mh1_F3","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782649",SRX1782649,"Gray Camp","Feb 08, 2017"
GSM2171048,"mh1_F4","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782650",SRX1782650,"Gray Camp","Feb 08, 2017"
GSM2171049,"mh1_F5","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782651",SRX1782651,"Gray Camp","Feb 08, 2017"
GSM2171050,"mh1_F8","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782652",SRX1782652,"Gray Camp","Feb 08, 2017"
GSM2171051,"mh1_G1","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782653",SRX1782653,"Gray Camp","Feb 08, 2017"
GSM2171052,"mh1_G6","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782654",SRX1782654,"Gray Camp","Feb 08, 2017"
GSM2171053,"mh1_H11","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782655",SRX1782655,"Gray Camp","Feb 08, 2017"
GSM2171054,"mh1_H12","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782656",SRX1782656,"Gray Camp","Feb 08, 2017"
GSM2171055,"mh1_H2","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782657",SRX1782657,"Gray Camp","Feb 08, 2017"
GSM2171056,"mh1_H3","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782658",SRX1782658,"Gray Camp","Feb 08, 2017"
GSM2171057,"mh1_H4","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782659",SRX1782659,"Gray Camp","Feb 08, 2017"
GSM2171058,"mh1_H7","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782660",SRX1782660,"Gray Camp","Feb 08, 2017"
GSM2171059,"mh1_H8","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782661",SRX1782661,"Gray Camp","Feb 08, 2017"
GSM2171060,"mh1_H9","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782662",SRX1782662,"Gray Camp","Feb 08, 2017"
GSM2171061,"mh2_A11","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782663",SRX1782663,"Gray Camp","Feb 08, 2017"
GSM2171062,"mh2_A12","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782664",SRX1782664,"Gray Camp","Feb 08, 2017"
GSM2171063,"mh2_A3","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782665",SRX1782665,"Gray Camp","Feb 08, 2017"
GSM2171064,"mh2_A4","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782666",SRX1782666,"Gray Camp","Feb 08, 2017"
GSM2171065,"mh2_A7","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782667",SRX1782667,"Gray Camp","Feb 08, 2017"
GSM2171066,"mh2_A9","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782668",SRX1782668,"Gray Camp","Feb 08, 2017"
GSM2171067,"mh2_B11","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782669",SRX1782669,"Gray Camp","Feb 08, 2017"
GSM2171068,"mh2_B12","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782670",SRX1782670,"Gray Camp","Feb 08, 2017"
GSM2171069,"mh2_B1","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782671",SRX1782671,"Gray Camp","Feb 08, 2017"
GSM2171070,"mh2_B2","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782672",SRX1782672,"Gray Camp","Feb 08, 2017"
GSM2171071,"mh2_B4","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782673",SRX1782673,"Gray Camp","Feb 08, 2017"
GSM2171072,"mh2_C1","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782674",SRX1782674,"Gray Camp","Feb 08, 2017"
GSM2171073,"mh2_C2","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782675",SRX1782675,"Gray Camp","Feb 08, 2017"
GSM2171074,"mh2_C5","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782676",SRX1782676,"Gray Camp","Feb 08, 2017"
GSM2171075,"mh2_C6","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782677",SRX1782677,"Gray Camp","Feb 08, 2017"
GSM2171076,"mh2_C7","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782678",SRX1782678,"Gray Camp","Feb 08, 2017"
GSM2171077,"mh2_C9","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782679",SRX1782679,"Gray Camp","Feb 08, 2017"
GSM2171078,"mh2_D1","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782680",SRX1782680,"Gray Camp","Feb 08, 2017"
GSM2171079,"mh2_D2","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782681",SRX1782681,"Gray Camp","Feb 08, 2017"
GSM2171080,"mh2_D3","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782682",SRX1782682,"Gray Camp","Feb 08, 2017"
GSM2171081,"mh2_D4","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782683",SRX1782683,"Gray Camp","Feb 08, 2017"
GSM2171082,"mh2_D8","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782684",SRX1782684,"Gray Camp","Feb 08, 2017"
GSM2171083,"mh2_E10","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782685",SRX1782685,"Gray Camp","Feb 08, 2017"
GSM2171084,"mh2_E11","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782686",SRX1782686,"Gray Camp","Feb 08, 2017"
GSM2171085,"mh2_E6","SRA","Homo sapiens",1,GPL16791,GSE81252,"SRA Run Selector","https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX1782687",SRX1782687,"Gray Camp","Feb 08, 2017"
